,id,created_at,username,location,following,followers,retweet_count,search_term,text
2448,1.52E+18,26/04/2022 17:10,NatGeo,Global,186,27500747,117,overfishing,"For all the threats to the ocean—warming, overfishing, pollution—a veteran undersea photographer sees ways to help and reasons for hope https://t.co/GdOpwxYyyT"
2449,1.52E+18,26/04/2022 17:07,unarose7,Toronto,3032,3043,0,overfishing,"@IainTime @Seasaver Fishermen are ""scum of the earth"" &amp; the greedy ones who are overfishing. Seals are adorable, loved &amp; have every right to eat &amp; live."
2450,1.52E+18,26/04/2022 16:47,frimanish,,520,90,0,overfishing,"@elonmusk 40 billion dollars and you could be saving the manatees. You could be saving the Seas from overfishing and pollution. You could be cleaning up pollution throughout the country. But no, you have to pollute the skies and destroy the habitats of sea birds. Vanity."
2451,1.52E+18,26/04/2022 16:27,hilton_philip,eastleigh,4994,3786,0,overfishing,@PennyMordaunt @USTradeRep Dear #MP Penny @10DowningStreet when it comes to #trade deals for the #future with #USA @BBCBreaking we must deal with the fact we are running out of fish global crisis fish is very expensive overeating=overfishing &amp; #farmed fish loses its quality we are changing diets in uk ? https://t.co/uxtZE63hi8
2452,1.52E+18,26/04/2022 16:01,OneGreenPlanet,,7634,86120,3,overfishing,"Overfishing and the shark fin trade are killing over 100 million sharks annually. But in this video, a the kind scuba diver saves the life of a shark!

https://t.co/RFCxLgwfJx"
2453,1.52E+18,26/04/2022 15:57,NatGeoMag,"Washington, DC",763,546537,10,overfishing,"For all the threats to the ocean—warming, overfishing, pollution—a veteran undersea photographer sees ways to help and reasons for hope. https://t.co/q1YygldrHr https://t.co/cZXJ1FEW2x"
2454,1.52E+18,26/04/2022 15:32,Josh_Smith235,"Vancouver, British Columbia",405,84,0,overfishing,@MuditaJason @Invento51411514 @Toppety1 @VSGARDEN @gbuchdahl Give 42 million men a fish each and they will eat for a day. Teach 42 million men to fish and they will cause the fish stock to collapse through unregulated overfishing.
2455,1.52E+18,26/04/2022 15:02,Sea_Legacy,Everywhere the ocean touches,870,23848,5,overfishing,"Over the last 50 years, 70% of sharks have been lost to Cocos Island due to overfishing. Tide Turner Carolina Ramirez will stop at nothing to save the creatures she loves most in the world from extinction. Join Carolina to save sharks at https://t.co/p5FLM1BqSj

@onlyone

#sharks https://t.co/bxm73dhlHx"
2456,1.52E+18,26/04/2022 14:59,CraigLeeson,Planet Ocean,1131,2106,0,overfishing,Was informed by a fund manager today that my rather scary talk on #climate #biodiversityloss #overfishing and #singleuseplastics has made him rethink the type of investments he will recommend for his company. #positivebanking @BNPParibasAPAC
2457,1.52E+18,26/04/2022 14:02,InnoOriginsNL,Eindhoven,340,5079,0,overfishing,"Imagine eating seafood and not worry about overfishing. Wanda Fish aims to provide people with fish filets produced more sustainable.
https://t.co/crrSbHpMd5"
2458,1.52E+18,26/04/2022 14:01,InnoOrigins,Europe,127,2779,0,overfishing,"Imagine eating seafood and not worry about overfishing. Wanda Fish aims to provide people with fish filets produced more sustainable.
https://t.co/35Mt0svFJg"
2459,1.52E+18,26/04/2022 13:39,StephenBengSL,Singapore,818,1156,2,overfishing,Data show decline in Indonesian fish stocks amid push for higher productivity. #seafood #demand #overfishing #ocean #sustainability https://t.co/NUlWJLa98A via @Mongabay
2460,1.52E+18,26/04/2022 12:17,OceanCon_Bot,Mid-Atlantic,3,192,0,overfishing,You shouldn't report international sea turtles or synergize willingness to pay to curtail obstructionist overfishing.  Go!
2461,1.52E+18,26/04/2022 12:13,markweston19,London,1526,2847,3,overfishing,"My new book The Saviour Fish: Life and Death on Africa's Greatest Lake now has a website, with reviews, photos from Lake Victoria and a summary. The book comes out on Friday:
#Tanzania #LakeVictoria #BiodiversityCrisis #overfishing #EastAfrica
https://t.co/tcGz1VbXEe"
2462,1.52E+18,26/04/2022 11:38,Phil_Free_,Essex. U.K,4021,3819,0,overfishing,We are challenging the EU to end overfishing https://t.co/SqgJaTn6f9
2463,1.52E+18,26/04/2022 11:00,Bluemarinef,London,3516,16933,1,overfishing,"This June, @wto members have a chance to tackle the subsidies that drive overfishing 🎣
What could this look like? @IISD_news expert @AliceTipping, explains 👇
https://t.co/IyfcKbIXjc"
2464,1.52E+18,26/04/2022 10:54,chelsib4,,289,254,0,overfishing,Take action with @audubonsociety to #SaveTheSeabirds. Seabird numbers have declined by 70% since 1950 due to overfishing &amp; other threats. Tell your Members of Congress to support the Forage Fish Conservation Act to help reverse these declines.  https://t.co/nUV0wZ84oV
2465,1.52E+18,26/04/2022 10:38,RevoFoods,,46,310,0,overfishing,"👉Consumers in more than 15 European countries now have the choice to switch to a delicious and eco-friendly product that does not contribute to overfishing. https://t.co/ZwupherhuH 
#revofoods #czechrepublic #romania #portugal #italy #veganfish #plantbasedseafood"
2466,1.52E+18,26/04/2022 9:15,Agustepo1,,4537,4650,9,overfishing,"From climate change and plastic
pollution, to mining and overfishing, the threats facing our oceans are getting more urgent every day.
We need to flip the way we think about our oceans.
#whathaschanged
@CSDevNet1 @PACJA1 @ncsfpas https://t.co/pYY3I3XPDU"
2467,1.52E+18,26/04/2022 8:09,Official_SUBNFT,Deep in the Ocean,6,6030,2,overfishing,"💧Did you know? Due to overfishing, over 75% of the world’s fish have been fully exploited or depleted. How can we help?"
2468,1.52E+18,26/04/2022 7:37,UGlanzner,,150,20,0,overfishing,"@elonmusk 44 Billionen Dollar! How much good could you do!! You could invest it in Organisations saving the forests, wildlife, oceans, educating about overfishing, climate change, etc. Support ""The Ocean Cleanup"" they fight for eliminating waste in oceans and rivers!!"
2469,1.52E+18,26/04/2022 7:32,NAPAfisheries,,691,402,5,overfishing,"We recently wrote to all #CoastalStates calling their attention to #overfishing in the NE Atlantic region &amp; the impact this has had on @MSCecolabel certifications for #mackerel, #herring &amp; #bluewhiting. The UK @VictoriaPrentis responded with: https://t.co/HckcJvZ2l9"
2470,1.52E+18,26/04/2022 5:22,Ainard4,3rd planet,33,169,0,overfishing,@MissionBlue @chrismichel So how is it affected by overfishing
2471,1.52E+18,26/04/2022 5:00,JoelCoh03323740,,154,8,0,overfishing,"@elonmusk David Attenborough: A Life on Our Planet hilighted Deforestation and Overfishing as causes of ""Threat to Life on Earth"" never mentioning Carbon; that imho  is regulated by Earth's biological balance! Then reforestation &amp; helping nature rebalance itself by not destroying"
2472,1.52E+18,26/04/2022 2:57,WizardRheon,"Have orb, will ponder",88,20,0,overfishing,"If there is bad fishing, or the lake is fished out, they're fucked and on their own.
Not to mention the big fishing companies overfishing the area... 2/2"
2473,1.52E+18,26/04/2022 2:34,myinfofish,"Selangor, Malaysia",158,499,0,overfishing,"SHRIMP: 'THE POPULATION IS SHOWING SYMPTOMS OF OVERFISHING'
Tuesday, April 26, 2022

ARGENTINA: The INIDEP researchers warn about it in the last report of the campaign carried out in the San Jorge Gulf...

Read more; https://t.co/jh5o0KrnmK https://t.co/YT28UtaEG3"
2474,1.52E+18,26/04/2022 0:27,JSTOR_Daily,"New York, NY",1003,46670,2,overfishing,Overfishing of some species is a huge problem for commercial fishing. Some suggest a total ban to allow the sea to recover. Others have turned to a new solution: marine reserves. https://t.co/XhClCsSTCS
2475,1.52E+18,26/04/2022 0:21,FinsandFluke,GA & AZ,2223,11947,0,overfishing,"MissionBlue: A: All of the above. From climate change to overfishing and habitat degradation, penguins face a number of anthropogenic threats. 

Photo by @chrismichel https://t.co/3FrGuFqV25 https://t.co/Fj7F9EZNiM"
2476,1.52E+18,26/04/2022 0:03,MissionBlue,,5149,161475,7,overfishing,"A: All of the above. From climate change to overfishing and habitat degradation, penguins face a number of anthropogenic threats. 

Photo by @chrismichel https://t.co/Snx7V8yVjI https://t.co/iZjW8iLq9V"
2477,1.52E+18,25/04/2022 22:03,katiemackenzi18,"Ottawa, Ontario",261,94,0,overfishing,@elonmusk Scuba diving gorgeous reefs. Too bad they are at risk because of the overfishing of sharks.
2478,1.52E+18,25/04/2022 21:46,HeatherPaddle,"Vancouver Island, British Columbia",1932,2177,0,overfishing,"@McNameeJason @Seanpjonesy @CraigOrr_ @Fish_Ruizearch @Duffling @Sunci_A @patrick_lilley @kl_walters @Suesea123 @crabnerd @SeaAroundUs @HessingLewis @hakaimagazine @RivershedBC @FishIndependent IMO the over enhancement of the Alaska state salmon fisheries has had a huge impact on salmon runs in BC and the southern states. Dams, pollution, overfishing, poaching, driftnet fisheries, landslides, bad logging practice ALL have contributed to the demise of BC salmon runs."
2479,1.52E+18,25/04/2022 20:48,WWFBetterBiz,,1098,4789,3,overfishing,"Today we face the dual crises of #NatureLoss and #ClimateChange.
In this blog with @WBCSD we explain drivers behind these trends and how we can work toward a nature-positive economy. 
https://t.co/XqS2dvMljS"
2480,1.52E+18,25/04/2022 20:10,QuestFriendz,"Amsterdam, The Netherlands",1187,731,2,overfishing,"🐧 Join Mr Waddles’ celebration of #WorldPenguinDay, wonderful birds at risk from pollution &amp; overfishing. From Antarctica to the Galápagos, these superb swimmers, famous for their endearing waddle &amp; dedicated chick hatching even enjoy a spot of tobogganing on their bellies!
#wwf https://t.co/5cOpi0Fb3r"
2481,1.52E+18,25/04/2022 19:44,rixor14,Dreamland,1899,704,0,overfishing,"@ProChara What would the point of salmon run be without a rewards system? Overfishing would be pointless, making the mode way less fun overall lol"
2482,1.52E+18,25/04/2022 19:31,whowhatwhy,"New York, NY",1049,26360,0,overfishing,"For @Revelator_News and @WhoWhatWhy, writer @TaraLohan interviews researcher Deborah Giles about the impact of climate change and overfishing on the killer whale population of the Pacific Northwest. Catch the conversation here:

https://t.co/kgfJhK6Ngp"
2483,1.52E+18,25/04/2022 19:17,TheIndonesiaID,,5,21,0,overfishing,ffectively managed conservation areas will be able to support fish catches outside the conservation area and reduce overfishing pressure and maintain fish populations. https://t.co/X1yZV9694T
2484,1.52E+18,25/04/2022 19:14,Sparkle86353894,,12,0,0,overfishing,@CherylKimNYC @isHe1dexinterTr @SaudiNews50 Who’s overfishing and where?!!!!!
2485,1.52E+18,25/04/2022 18:53,mopdrive,,266,230,0,overfishing,"aw man, I was curious about keeping a pea puffer and they're threatened in the wild because of overfishing for aquariums..."
2486,1.52E+18,25/04/2022 18:51,GoodnGreen,"Minneapolis, MN",170,42,0,overfishing,"@Thom_Hartmann Hey Thom, Since I'm very concerned about overfishing, &amp; all the fishing paraphernalia clogging oceans (even supposedly sustainable methods), I won't eat fish or seafood. Fish get their Omega 3's incl DHA from eating algae, and so do I. Found Iwi &amp; like - easy to swallow + organic"
2487,1.52E+18,25/04/2022 18:40,RemiParmentier,Lives on Planet Earth,9303,10681,17,overfishing,"Exactly two weeks before the High-Level UN Ocean Conference takes place in June, the World Trade Organization @wto Ministerial Conference must fulfill its #GlobalGoals mandate to #StopFundingOverfishing: eliminate #FisheriesSubsidies contributing to overfishing &amp; overcapacity. 🐟 https://t.co/Iqt7NBQMok"
2488,1.52E+18,25/04/2022 18:19,HollowsChris,,410,247,0,overfishing,@FlyAirNZ Wasting our taxpayer dollars again?  Trying to attract Maori tourists? What about the Chinese? Improve land wellbeing - stop using chemical fertilisers. Improve the sea wellbeing - stop overfishing and plastics. Airline business?
2489,1.52E+18,25/04/2022 18:00,ZooGuardians,,14,135,0,overfishing,"Hip-hip hooray, it's #worldpenguinday! 🐧 ​Both humboldt and emperor penguins are vulnerable to overfishing and threats to their primary food sources. ​Waddle into #ZooGuardians to find both of these penguins and learn how you can help them! 📥 https://t.co/AQivYepdMx"
2490,1.52E+18,25/04/2022 17:40,BondandDevick,"St. Louis Park, MN",192,92,0,overfishing,"Overfishing is a serious problem.  We recommend reading this article, not only for the information but for the amazing photos - truly spectacular. https://t.co/sB0ndReakt @patagonia"
2491,1.52E+18,25/04/2022 17:34,ToddFromMars,"San Francisco, CA",405,33,0,overfishing,"Things Analogists Don’t Want You To Know #29: Due to overfishing, experts estimate there are only between 12 and 15 fish left in the sea."
2492,1.52E+18,25/04/2022 17:28,NSF,"Alexandria, VA",133,1228560,17,overfishing,"Like many Antarctic animals, penguins are vulnerable to climate change and overfishing. To learn more about Antarctic #conservation, check out https://t.co/iLxdqNpSbZ, https://t.co/lVpvfpSPa2 &amp; follow @pointblueconsci. 

Thanks for joining us today!

#takeoverNSF #WorldPenguinDay https://t.co/1euO8VUC6x"
2493,1.52E+18,25/04/2022 17:24,NSF,"Alexandria, VA",133,1228560,6,overfishing,"Adélies have long migration routes and are sensitive to #overfishing. Our #NSFfunded research helped inform the creation of the Ross Sea #MarineProtectedArea, an important protected zone that helps conserve critical habitat for Adélies and other Ross Sea wildlife #takeoverNSF https://t.co/RMorcLNNIO"
2494,1.52E+18,25/04/2022 17:00,patagoniaeurope,,97,18729,29,overfishing,"Due mainly to overfishing, north Pacific herring have been in decline for over 100 years. As fuel and a foundation species to the whole marine food web, this tiny silvery glint is, to many, the most important fish in the sea. https://t.co/ijIttFrEbO https://t.co/CE7EeucDRL"
2495,1.52E+18,25/04/2022 16:49,thedrcbird,Sweet Hell Alabama,2963,1261,0,overfishing,@itvnews Is overfishing causing this?
2496,1.52E+18,25/04/2022 16:44,SevenDeviled,,2442,4030,0,overfishing,"@yet_so_far @Ka_Neeli Good quality wild fish served pan-seared. Halibut, swordfish, sea bass are all great for that kind of thing but price-wise... *sigh

I used to call it overpriced but now I think fishing is a labor-intensive profession. Combined with overfishing &amp; sustainability, it's justifiable."
2497,1.52E+18,25/04/2022 16:41,Dreykopff,Germany,644,688,0,overfishing,"New rotation's live, and so is my stream! Starting with some Freelance, maybe casual overfishing later. https://t.co/ATylVJYaJw"
2498,1.52E+18,25/04/2022 16:09,BESNet_UNDP,"Nairobi, Kenya",850,2912,1,overfishing,"25 April is #WorldPenguinDay!
Let’s pledge to do everything in our power to protect these flightless birds. 
🛑 Overfishing
🛑 Ocean pollution
✅ #ClimateAction https://t.co/UDPiqq4Ijq"
2499,1.52E+18,25/04/2022 16:00,worldanimalday,Worldwide,1319,7163,1,overfishing,"Today is #WorldPenguinDay 🐧
Threats to #penguins include:
* Plastic pollution
* Overfishing
* Habitat loss 
* Climate change
Will YOU be the first person to add an event to help them on #WorldAnimalDay this year? Plan NOW for October 4!
Register here: 👇
https://t.co/VRwTZC4CEC https://t.co/atA4pyi0p2"
2500,1.52E+18,25/04/2022 15:07,SharkAttackSA,,137,693,0,overfishing,"This June, @wto members have a chance to tackle the subsidies that drive overfishing.
🎣
What could this look like? @IISD_news expert @AliceTipping, explains 👇

@the_dti @WILDOCEANSSA 
https://t.co/Aj090ae4Ba"
2501,1.52E+18,25/04/2022 14:31,Tomwinchester56,,341,185,0,overfishing,@NeilRathberg @thedavidcrosby Yes..   I have never seen overfishing...
2502,1.52E+18,25/04/2022 13:50,EnviroEdgeNews,,5511,5119,1,overfishing,"Today is #WorldPenguinDay2022. Here are some interesting facts about #Penguins. #ClimateChange, habitat loss, #pollution, disease, and commercial fishing is impacting their survival, via @BirdLife_News #news https://t.co/iZ735eW8SH #overfishing #wildlife #animals #environment"
2503,1.52E+18,25/04/2022 13:41,EmmaLiu31,"London, England",198,1667,0,overfishing,It's #WorldPenguinDay! These beautiful King penguins may be thriving in the protected waters of #SouthGeorgia but more than half of penguin species are #endangered or at risk in the face of #climatechange and #overfishing (@World_Wildlife). We cannot lose these incredible birds. https://t.co/l3VjRBC8Qk
2504,1.52E+18,25/04/2022 13:27,ToddSebastian,Cincinnati,896,619,0,overfishing,"I LOVE the power of a compelling visual. No words needed. Simple and engaging. This visual is a perfect example. The idea: If we don’t stop overfishing, our oceans will soon carry more marine debris than actual fish. The visual says it all ... in a really powerful way. https://t.co/iYp1NEpV0t"
2505,1.52E+18,25/04/2022 12:39,piddlequiz,,3629,3480,0,overfishing,"@SSF_NFT Whilst I think it’s unrealistic to expect fishing to cease, destructive fishing methods really need to stop. From legal methods like trawling, to policies that encourage overfishing, to illegal methods like blast fishing. A serious no-brainer."
2506,1.52E+18,25/04/2022 12:15,toddjapan,Tokyo,4327,2046,0,overfishing,"Happy World Penguin Day! Created to celebrate these amazing creatures &amp; to alert people to threats facing them. Of the 18 penguin species, 12 considered endangered or vulnerable. Among the main threats to penguins are climate change and ice melt, overfishing, and oil spills https://t.co/AUCb9vWqP5"
2507,1.52E+18,25/04/2022 10:52,JoJoJoshie1,,216,174,1,overfishing,"Greatest causes of the #ClimateEmergency:
Giant companies who care more abt profit than people
Oil &amp; coal
Deforestation
Overfishing
Wiping out bees
Burning trees 4 biomass
Dumping garbage into the oceans / burning them
We need #ClimateActionNow
#EarthDay @ECOWARRIORSS @GaiasEarth"
2508,1.52E+18,25/04/2022 10:45,antidissident,,481,220,0,overfishing,"@Hieraaetus Great book though. Imagine sailing across the Pacific with the boys before cargo ships, overfishing, and microplastics"
2509,1.52E+18,25/04/2022 10:02,bardofely,"Lisbon, Portugal",5353,4911,0,overfishing,"@BernieSpofforth I agree, this is really STUPID, cruel too! #Overfishing in lakes, rivers and oceans is a very serious problem! It is one of many threats to the ocean I write about in my book Saving Mother Ocean. #books https://t.co/lcWQaeRAD3"
2510,1.52E+18,25/04/2022 9:47,Scorpianking50,October City /Guiza Gov./Egypt,2914,2819,1,overfishing,"@Edelweissalpin @totorocat43 @dgcvictor @PenelopeRuzy @laney3979 @BreakingKind @Carol_Chula @KatanaHugo @ozneretjo @Masterc97659979 @_Cristian_Vlad_ @Jilliemary @JeanetteEliz @AngelaJ32994950 @kosmomireille @PosyHazell @LikeASexMachine Good morning and happy day all. 
How to prevent overfishing: https://t.co/v9YAWmXWo4"
2511,1.52E+18,25/04/2022 8:09,_Pokedex_Facts,,1,7836,0,overfishing,Before Abraham Lincoln became a victim of overfishing.
2512,1.52E+18,25/04/2022 7:41,fundsforngos,"New York, USA",2503,37142,1,overfishing,"📌Story Grants to Report on the Mediterranean Sea

EJN is pleased to offer five story grants for this first round of story grants to selected journalists to report on overfishing, illegal fishing and the biodiversity crisis in the Mediterranean region.

https://t.co/0JmQ2ljYNs"
2513,1.52E+18,25/04/2022 5:25,myopiad,United States,691,343,3,overfishing,"Orange roughy live a long time, taking 20 years to breed, and thus are particularly vulnerable to overfishing. Next time you think about eating one, keep in mind that their other name is the slimehead because they are, quote, ‘riddled with muciferous canals’
#SundayFishSketch https://t.co/cfzJEP6lZu"
2514,1.52E+18,25/04/2022 5:22,TheExiledDuck,23 | they/any,655,954,0,overfishing,@Porquerias1312 yep. i wrote an article back in dec. not specifically about dams. but related to overfishing and how regenerative ocean farming is far more beneficial and sustainable
2515,1.52E+18,25/04/2022 5:18,Porquerias1312," Stolen Cowlitz Land, WA, USA",1340,476,0,overfishing,@TheExiledDuck Yeah I sometimes forget that not everyone lives in the Pacific Northwest and knows that the reason that Alaskan wild salmon harvests are going down every year is not only overfishing but because almost every single river salmon have always swum up into to spawn is dammed.
2516,1.52E+18,25/04/2022 4:14,JacobGo97134711,,33,8,0,overfishing,Overfishing and no repopulation or regulation has also put the world food supply in danger because people are Greedy and don’t care about the future. It’s all about now now now. Money money money and this is unsustainable and will lead to war for food
2517,1.52E+18,25/04/2022 2:51,swamphag54,"Florida, USA",106,31,0,overfishing,"Coral Reef Overfishing Impacting Biscayne, Dry Tortugas, And Everglades National Parks https://t.co/3cMkMdvol9"
2518,1.52E+18,25/04/2022 1:55,CherylKimNYC,United States of America,1295,340,0,overfishing,"@isHe1dexinterTr @SaudiNews50 If they are threatened with prison time they might learn to leave our oceans alone. Species are dying off in mass due to overfishing, pollution, and rising water temperatures."
2519,1.52E+18,25/04/2022 1:41,NeilRathberg,"Ontario, Canada",777,139,0,overfishing,@Tomwinchester56 @thedavidcrosby You support legally-endorsed overfishing?
2520,1.52E+18,25/04/2022 0:16,chopinc33,"New Orleans, LA",497,413,0,overfishing,"There's a lot of talk about fish shortages due to overfishing. Jackasses invented the fish finder, took the true sport feeling out of fishing, &amp; knew they were going to cause the disastrous problem. Mad men always figure end result before the profit. I never wanted a fish finder."
2521,1.52E+18,24/04/2022 23:09,UptvF,ceuta,496,226,0,overfishing,"Calvin Chow captures the beauty of Cambodia’s Tonlé Sap, where the climate crisis, overfishing and dams threaten life on the lake
https://t.co/ZoDRiiWM8g https://t.co/KEKmBpnnoK"
2522,1.52E+18,24/04/2022 22:50,aralia_fresia,"Eugene, Oregon",95,28,0,overfishing,@DrACCopeland Can you say “overfishing”? Why are you sheeple ignoring the bigger issues? Maybe it’s because you don’t wanna give up your entitlement to eating fish ? https://t.co/bkR9ROtQsX
2523,1.52E+18,24/04/2022 22:43,aralia_fresia,"Eugene, Oregon",95,28,0,overfishing,"@MikeHudema The fish are not disappearing because of the plastic, they are disappearing due to overfishing! StFU"
2524,1.52E+18,24/04/2022 20:23,jasonferra,,11,0,0,overfishing,"Are milestones news outlet, The Onion, as well as shellfish. Overfishing has"
2525,1.52E+18,24/04/2022 19:47,skoenigb,"Lafayette, IN",278,291,0,overfishing,"Cisco were once abundant in Saginaw Bay, but were extirpated likely due to ecological change and overfishing. Recent stocking efforts started in 2018, and finding one over potentially suitable spawning habitat (albeit outside of their spawning season) is pretty interesting to me!"
2526,1.52E+18,24/04/2022 19:36,janischshane,,1878,1723,0,overfishing,"@matissecockerpo @MooMooDance2014 So true, and they don't need to kill today they have all the food recourses available. it's inhumane, cruel, barbaric practice. And overfishing is a concern, killing of mammals are harming our ecosystem even climate it must come to a end.
#StopTheGrind
#EndTheCove"
2527,1.52E+18,24/04/2022 19:07,CoxSci,"West Palm Beach, FL",1699,8076,1,overfishing,"#DYK overfishing &amp; pollution are two negative effects humans have on our oceans? Can you think of any ways to help protect our oceans? 🌊 There's only 2 weeks left to rethink the future with our latest exhibit, Earth Matters, presented by @VoLoFoundation 🌎#SustainabilitySunday https://t.co/N0bz0hQLUo"
2528,1.52E+18,24/04/2022 18:53,jefer1999955,,14,2,0,overfishing,"Grenadiers. Overfishing to Asia, he entered the Neolithic period was"
2529,1.52E+18,24/04/2022 18:14,lynnewalker5492,Pacific Northwest,1000,420,0,overfishing,"@koan4uu ❤from the Pacific Northwest, home of resident J-pod struggling due to lack of salmon from overfishing and dams  on salmon spawning rivers. Don't buy salmon please!"
2530,1.52E+18,24/04/2022 17:12,maheshrao001,"Umarkote, India",715,264,0,overfishing,@biswajitmohanty Overfishing has been a concern for Ilish fishes too!
2531,1.52E+18,24/04/2022 17:07,biswajitmohanty,"Cuttack, Odisha",971,5743,8,overfishing,A 2.5 kg mullet (Khainga) fish from Mahanadi estuary Odisha. Large mullets are not common anymore due to overfishing ! Have seen 4 kgs size 10 years ago ! https://t.co/n7CsqIj8pb
2532,1.52E+18,24/04/2022 16:09,TEDCountdown,New York,67,16538,3,overfishing,"Our oceans play an important role in trapping and storing carbon pollution! 

And that process is under threat because of overfishing (yikes!). Here's what you need to know: https://t.co/kStqL5MXfd https://t.co/0K5eHyuS4h"
2533,1.52E+18,24/04/2022 14:59,earthjournalism,Global,1679,12224,8,overfishing,"🌊🌊 Story grant alert! We're looking for pitches from journalists in the Mediterranean on overfishing, illegal fishing, biodiversity loss, marine protected areas and other elements of marine management. Apply in English or French by May 13: https://t.co/rrlbohFhaJ https://t.co/nkEVqoiEAQ"
2534,1.52E+18,24/04/2022 14:54,SusanGarren,USA,1267,1320,0,overfishing,"The sea, once it casts its spell, holds one in its net of wonder forever. 
~Jacques Cousteau~ 
#Ocean #Conservation #PlasticPollution #CleanWater #Drilling #ScubaDiving #OverFishing #NationalParks #OilSpills #WildFires #ExtremeWeather #FoodSupply #Nature #Recreation #CoralReefs https://t.co/xE9AHao6VL"
2535,1.52E+18,24/04/2022 14:19,kjethauk,"Oslo, Norge",227,79,0,overfishing,@PatriciaPcmzeus @anders_aslund Our gov say they will spend more time implementing it because they want to retain cooperation with RU to prevent overfishing. In reality it's about business in the north I guess.
2536,1.52E+18,24/04/2022 14:16,Janice12B,"New Brunswick, Canada",275,69,0,overfishing,Overfishing perhaps 🤔 https://t.co/igfqKcCdJ8
2537,1.52E+18,24/04/2022 12:30,sihawrites,,637,1273,1,overfishing,"Alright 🤔...Beauty &amp; The Beast with a Little Mermaid twist.

The oceans are empty, humans overfishing to the point of wiping out entire species of fish that feed merman Jimin's pod. 

Left with no choice, Jimin makes a deal with one of the Divines - God of Plentiful Oceans + https://t.co/cz4crRxvQp https://t.co/sbP1WIftNa"
2538,1.52E+18,24/04/2022 11:58,GeneralAmarah,Atlantic Ocean,103,38,0,overfishing,"@Seasaver Seals are lovely creatures and eat to survive. Natural predators such as orcas and sharks keep seal numbers in check. We are the ones overfishing, not the seals! 😥"
2539,1.52E+18,24/04/2022 10:37,LarsFJ1,Danmark,1927,1212,0,overfishing,"@lfoley54 @june_mummery @DavidGHFrost @SteveBakerHW @Telegraph @BorisJohnson Are you talking about traditional fishing rights around the Channel Islands?

The Crown Dependencies were never members of the EU.

The huge reduction in fish stocks eg. in the Channel/North Sea was caused by overfishing for many years (from well before 1973) and now climate too"
2540,1.52E+18,24/04/2022 10:37,Sly023,UK,3296,1443,0,overfishing,"Calvin Chow captures the beauty of Cambodia’s Tonlé Sap, where the climate crisis, overfishing and dams threaten life on the lake https://t.co/KKT14f2eF3 https://t.co/ZaAbuMrEcZ"
2541,1.52E+18,24/04/2022 9:46,VeganismBOT,Vegan central,0,211,0,overfishing,"Animal ag hurts the planet. Due to overfishing, we could see fishless oceans by 2048. Go vegan."
2542,1.52E+18,24/04/2022 7:52,drochir_thonnuk,climate denial is a lost cause,447,389,0,overfishing,@AStrangePlay @capnmacboogie1 @DawnTJ90 What are you saying... I'm against overfishing... I'm against coal plants... Western civilization will be better off without air pollution....
2543,1.52E+18,24/04/2022 7:10,Benjaminmalek2,"Lamu, Kenya",872,2495,0,overfishing,"@pewenvironment @darkbluebloke The longliners are a major culprit in overfishing,iuu,shark finning,slave labor,and thus operating under the radar of scrutiny and international monitoring and regulatiory authority,as all eyes are set on the purse seiners.purse seiners are highly regulated,from quota allocations"
2544,1.52E+18,24/04/2022 7:05,matissecockerpo,"Taiji-cho, Wakayama",34442,31349,6,overfishing,"Appealing to #Danes and #Faroese to stop the killing of #pilotwhales. Due to #overfishing &amp; #pollution of the #oceans with mercury, radiation, #plastics etc, caused by 7.7Billion humans, #whale birth rates are dropping. Pls stop the killing of #pilotwhales https://t.co/HZ535rai77"
2545,1.52E+18,24/04/2022 5:06,Sticrng2,Trinidad and Tobago,229,153,0,overfishing,"Thank y’all for all the games whether overfishing, twin, met in freelance, casual squads and of course friends met along the way! Thanks also for the amazing achievements and team practice sessions, I really appreciate it!"
2546,1.52E+18,24/04/2022 4:29,ActOnFats,"Ohio, USA",2589,405,0,overfishing,"@SecDebHaaland @POTUS From alaska to florida, fishing is driving the decline of marine life. Stop #overfishing Ban the Trawlers. End the Subsidies. STOP THE #ECOCIDE! BOYCOTT SHARK Liver OILS and squalene. Now is the time to boycott wildlife trafficking products 😱😰😱😰😱🙏🏻🦈🐋🐬🐟🐙🦑🐳🐠 https://t.co/McpGRrA4Xp"
2547,1.52E+18,24/04/2022 2:15,ZaraRahim,"New York, NY",1730,47623,1,overfishing,"tldr women leaving the home is very much credited as the beginning of albacore disappearing off the coast of California, indigenous folks being pitted against Japanese fishers by conservatives, overfishing, and the unintended slaughter of millions of dolphins."
2548,1.52E+18,24/04/2022 0:31,cikputeridiary,Malaysia,293,268,11,overfishing,"April 24 Challenge : Responsibility towards Environment 
Our World is shrink down. Earth can be save‼️
🌱Produce More Food on Less Land,
🌱Eliminate Overfishing and 
🌱Increase,Clean Energy. 
What is your contribution
#CanYaman 
#CanYamanAsiaFandom https://t.co/X4gHJDEHOe"
2549,1.52E+18,23/04/2022 21:12,pdjmoo,USA and Global,4107,5455,1,overfishing,"@SeafoodExpo_GL 🐟TO THE LAST FISH —  EMPTYING OUR OCEANS
Wrecking the #Ocean #Ecosystem
•Overfishing
•Collapsing Fisheries
•Ocean Dependent Species Starving
#seaspiracy @seaspiracy #seafood 
👉https://t.co/iBOyu6hbg0"
