,id,created_at,username,location,following,followers,retweet_count,search_term,text
2293,1.52E+18,22/04/2022 20:41,paniaguaenri,"San José, Costa Rica",590,339,0,ocean threats,fewer species changing climate ocean full of microplastics desertification deforestation planet earth globe_showing_Americas as we know it is facing many threats do you want to do something about it reduce clothing purchases avoid fast fashion avoid using singles plastic thread
2294,1.52E+18,22/04/2022 19:45,LouiseGund,Berkeley,226,70,1,ocean threats,leatherback turtle face threats from humans throughout their entire lives from teachers who prey on their resting eggs to fishing gear that can harm them in the open ocean
2295,1.52E+18,22/04/2022 19:30,deeperblue,deeperblue.com,7040,24007,0,ocean threats,“the islandocean connection challenge is a direct response to the triple threats of the climate change ocean health and extinction crisis — all of which disproportionately impact island ecosystems and island people”
2296,1.52E+18,22/04/2022 19:16,fluked_,Arizona,140,63,0,ocean threats,i was talking to this kid who claimed he knew a lot about the ocean despite making a lot of false claims like how great whites were threats to humans and not vice versa and he brought up forces so i asked him what the southern residents ate and he gave me the wrong answer
2297,1.52E+18,22/04/2022 15:53,EIAEnvironment,"Washington, DC",919,8753,3,ocean threats,on do not forget our too and curving our growing impact on marine life increasing threats like ocean noise from arctic miningcommercial shipping and sea ice loss are preventing recovery of marine mammas like cook let belugas
2298,1.52E+18,22/04/2022 15:52,Surfrider,"San Clemente, California",3728,126164,350,ocean threats,happy globe_showing_Americas day as we celebrate our amazing planet we also recognize it needs our protection from threats like climate change singles plastic and water pollution join surfrider amp fight to protect our ocean waves reaches and our entire earth now
2299,1.52E+18,22/04/2022 15:52,bardofely,"Lisbon, Portugal",5353,4911,0,ocean threats,and the real is in the sea so strongly do i feel about threats to marine life i have a book about saving the ocean entitled saving mother ocean
2300,1.52E+18,22/04/2022 15:16,flametreepress,London and New York,9399,10177,4,ocean threats,happy earth day globe_showing_Americas our book ‘ocean’ celebrates the vital importance and essential ecosystems of our ocean and the threats it faces providing a pectoral record of this wondrous world that needs our protection find out more backhand_index_pointing_right_medium-light_skin_tone
2301,1.52E+18,22/04/2022 14:06,JahidHussain2,India,1053,12950,4,ocean threats,few points of visit and extension of indians relationsthe up said it will offer india the best of british knowhow on building battlewinning aircraft and support the country’s requirements for new technology to respond to threats in the indian ocean
2302,1.52E+18,22/04/2022 13:31,ZSLScience,Zoological Society of London,3401,26293,1,ocean threats,water_wavesession water_wavekicking off day of our changing the system symposium will explore the polarising nature of whether its a distracting truth or a gateway to other ocean threats full programme with abstract amp biographies up now backhand_index_pointing_right
2303,1.52E+18,22/04/2022 12:52,EcosystemPundit,"Mandera, Kenya",977,1698,0,ocean threats,glanders are melting our ocean is warming species are going extinct hundreds of times faster than ever before our planet is at an infection point these increasing threats demand urgent action be counted my friends
2304,1.52E+18,22/04/2022 12:04,Shantel_Oigara,California,2493,2443,2,ocean threats,d climate change poses risks to the survival of species on land and in the ocean these risks increase as temperatures climb forest fires extreme weather and diseases are among many threats some species will be able to delicate and survive but others will not
2305,1.52E+18,22/04/2022 11:30,EconomicTimes,,45,4186051,0,ocean threats,this includes support for new indiandesigned and built fighter jets offering best of british knowhow on building battlewinning aircraft and support indians requirements for new technology to identify and respond to threats in the indian ocean it said
2306,1.52E+18,22/04/2022 10:12,OceanActionHub,"New York, USA",5003,4616,3,ocean threats,its let us honor the globe_showing_Asia-Australia by learning something new check out this quizbackhand_index_pointing_down and see how much do you know about the threats of plastic pollution to our ocean water_wave
2307,1.52E+18,22/04/2022 8:50,EastMojo,"Guwahati, India",624,17164,0,ocean threats,ahead of the talks the said it will offer the best of british knowhow on building battlewinning aircraft and support the country requirements for new technology to respond to threats in the indian ocean
2308,1.52E+18,22/04/2022 6:37,gaurav_kochar,India,1270,4082,0,ocean threats,breaking up says seek to support india’s requirements for new technology to identify and respond to threats in the indian ocean
2309,1.52E+18,22/04/2022 6:04,dodders75,,589,295,1,ocean threats,when you tell people once too often that the missing extra heat is hiding in the ocean they will switch over to watch game of thrones where the dialogue is less ridiculous and all the threats come true” live james
2310,1.52E+18,22/04/2022 5:49,FinanvoHindi,"Nagpur, India",12,8,0,ocean threats,breaking up says seek to support india’s requirements for new technology to identify and respond to threats in the indian ocean
2311,1.52E+18,22/04/2022 5:42,Devashishgang,NAGPUR,760,217,0,ocean threats,we know import is not good mkiindbut for security threats near our boundaries amp do not know which country over the ocean stand amp attack use should analysis format missile for our need
2312,1.52E+18,22/04/2022 5:27,AadeshGindodiya,,355,94,0,ocean threats,the to support new indiandesigned amp built fighter jets offering their best on building battlewinning aircraft the up will also seek to support requirements for new technology to identify amp respond to threats in the indian ocean
2313,1.52E+18,22/04/2022 5:03,jyots43,New Delhi,1944,1601,1,ocean threats,with india preoccupied by military tension with china owning street said the up would “support india’s requirements for new technology to identify and respond to threats in the indian ocean”
2314,1.52E+18,22/04/2022 4:48,Geeta_Mohan,"New Delhi, India",3615,72869,4,ocean threats,the up to support new indiandesigned and built fighter jets offering the best of british knowhow on building battlewinning aircraft the up will also seek to support india’s requirements for new technology to identify and respond to threats in the indian ocean
2315,1.52E+18,22/04/2022 4:46,sidhant,"New Delhi, India",1595,143410,137,ocean threats,breaking up says seek to support india’s requirements for new technology to identify and respond to threats in the indian ocean
2316,1.52E+18,22/04/2022 3:41,jpGattuso,"Villefranche-sur-Mer, France",173,3463,10,ocean threats,‘ocean afforestation’ “will probably affect offshore ecosystems through a range of biological threats including altered ocean chemistry and changed microbial physiology and colony”
2317,1.52E+18,22/04/2022 1:15,BoobPunchTina,"Connecticut, USA",2956,5312,1,ocean threats,limacina helicina also called sea butterfly has some subspecies in specific regions in the aggregate it occurs in shallow waters of the arctic and antarctic ocean ocean warming and acidification are threats in turn threatening larger filter feederscamera_with_flash anton chichvarkhin
2318,1.52E+18,29/04/2022 16:25,dave1agar,"Toronto, Canada",2819,4736,0,overfishing,even populations that have managed to withstand the ravages of overfishing pollution and habitat loss are struggling to survive amid accelerating climate change
2319,1.52E+18,29/04/2022 16:24,Garrygregg,,52,25,0,overfishing,caused by the greed of overfishing and you know it probably better than anyone
2320,1.52E+18,29/04/2022 16:01,CountingCoral,,328,175,0,overfishing,a dramatically changing soundscape is making life more complicated for ocean species and that is critical because noise is laying stop other stressors a species might be facing like chemical and plastic pollution or overfishing
2321,1.52E+18,29/04/2022 15:55,SeafoodHeadline,"Lynnwood, WA",597,724,0,overfishing,the first and only queen coach witchery and nursery run by local fishes is posed for application across the caribbean—but even if coach farming can help ease overfishing can it survive in warming stormlashed seas via
2322,1.52E+18,29/04/2022 15:45,hakaimagazine,"Victoria, BC, Canada",14704,22210,1,overfishing,the magnificent queen coach can grow to be the size of a football a locallyrun witchery aims to save the species despite overfishing and warming stormlashed seas
2323,1.52E+18,29/04/2022 15:38,emmarabid,ﾖﾛ ヒ,93,1729,0,overfishing,take action with to seaboard numbers have declined by since due to overfishing amp other threats tell your members of congress to support the forage fish conservation act to help reverse these decline
2324,1.52E+18,29/04/2022 15:36,Garrygregg,,52,25,0,overfishing,we have destroyed our fish stocks and have to import cod etc from well managed sustainable fisheries such as iceland and norway we used to have as good fish stocks but overfishing greed has removed them same happened off newfoundland decades ago and they have not recovered at all
2325,1.52E+18,29/04/2022 15:14,IcedColdSteel,,243,64,0,overfishing,overfishing is still a problem we need more awareness on this issue
2326,1.52E+18,29/04/2022 15:13,Nat_Nature,"Bristol, England",2056,1657,1,overfishing,the first and only queen coach witchery and nursery run by local fishes is posed for application across the caribbean—but even if coach farming can help ease overfishing can it survive in warming stormlashed seas via
2327,1.52E+18,29/04/2022 14:46,ClarkG2022,,272,121,0,overfishing,billion people around the world rely on fish as their primary source of protein climate change amp overfishing creates fewer smaller fish in the ocean threatening the livelihood of many communities visit to learn more about how data can help octopus
2328,1.52E+18,29/04/2022 14:44,ClarkG2022,,272,121,0,overfishing,billion people around the world rely on fish as their primary source of protein climate change amp overfishing creates fewer smaller fish in the ocean threatening the livelihood of many communities visit to learn more about how data can help octopus
2329,1.52E+18,29/04/2022 14:13,OceanaCAN,Canada,3600,13075,3,overfishing,captain are important to the culture of local subsistence fishing amp many other marine animals – such as puffing the commercial fishery is overfishing this clinically depleted species amp should be shut down until the species is able to recover more
2330,1.52E+18,29/04/2022 14:06,cultureaqua,Deakin University: Waurn Ponds,931,531,0,overfishing,there are many species of sharp some are vulnerable to overfishing and others are not some are hunted for their find and others are not its like saying birds are threatened to highlight the plight of the bald eagle please be precise
2331,1.52E+18,29/04/2022 13:35,reefrelief,"Key West, FL",1220,4126,0,overfishing,for we are looking at zaneveld et al in this study researches look into how nutrient pollution and overfishing disrupt morals microbiomes
2332,1.52E+18,29/04/2022 13:33,DavidBellamyUK,"East Midlands, England",11021,12880,0,overfishing,please be more specific if you are talking about microplastics overfishing and pollution then you might have a point but i was talking about changes in an invisible trace gas in our atmosphere allegedly set to because catastrophe change to our climate
2333,1.52E+18,29/04/2022 13:10,theNASciences,"Washington, DC",1085,49563,0,overfishing,elected in enemy b jackson of is being induced to the national academy of sciences for advancing our understanding of human imparts on the ocean particularly the destabilizing effects of overfishing watch
2334,1.52E+18,29/04/2022 12:37,LilaRoyBean1,,12838,12199,1,overfishing,is already the richest no contest i believe that he is going to buy the amazon rainforest forest africa and the us and clean the ocean and stop overfishing alongside conquering world hunger
2335,1.52E+18,29/04/2022 12:01,CommonThought__,,256,68,0,overfishing,animal crossing was so fucking therapeutic at a certain point in my life then i learned how to abuse the stock market and passed wealth and everything began to feel empty not even the overfishing or deforestation of my island for resources brought joy anymore
2336,1.52E+18,29/04/2022 11:18,HumanitiesCleve,,45,46,1,overfishing,s geographers have been learning about overfishing fish they got to try their hand at a practical experiment which helped to exemplary how it happens and the impact on our ocean water_wave
2337,1.52E+18,29/04/2022 11:02,veronic11620550,,196,55,0,overfishing,currently affects of the marine species at risk of extinction but is only the fifthmost important stress after overfishing transportation urban development amp
2338,1.52E+18,29/04/2022 10:35,debidiamonds,"California, USA😷",3201,1991,0,overfishing,humans are overfishing and doing it in a very lazy wasteful way for greed we are global warming
2339,1.52E+18,29/04/2022 10:30,oceanovation,Global,503,178,1,overfishing,how this south australian fishery looks to centuriesold indigenous practices to fight overfishing
2340,1.52E+18,29/04/2022 10:29,BrendaChoi19,,1618,217,0,overfishing,big business is stealing west africa’s fish but coastal communities are fighting back the more of us who add our voices to theirs the more corporations and politicians will have to listen end overfishing ban trailing
2341,1.52E+18,29/04/2022 10:24,StoicPat,Planet Earth,470,429,0,overfishing,this people are long on speeches and short on action clearly they want carbon matters to practically reduce the amount of carbon they emit they canchinas overfishing in the coastal waters of africa must be stoppedlobbying by fossil fuel org should be a crime
2342,1.52E+18,29/04/2022 8:54,maerkelig,Ireland & Brussels,980,1423,8,overfishing,risks most cataclysm extinction of marine life in m years and seriously we still can end person_facepalming
2343,1.52E+18,29/04/2022 8:52,Pohjoisen_polut,,149,114,0,overfishing,everyone in the world i have no idea overfishing is bad for the climate as wellbut at least in finland we could eat much more wild fish than currently a significant amount of the catch is still used as animal feed
2344,1.52E+18,29/04/2022 8:40,snopes,,95,302804,4,overfishing,climate change could soon overpowered other stressors impaction marine animals which include overfishing and organization
2345,1.52E+18,29/04/2022 8:35,SEAwiseproject,,132,121,0,overfishing,an overfishing approach using key indicator to detect overfishing on a politic scale is vital to monitoring health amp ensuring longer of large ecosystems says jason link in journal of marine science
2346,1.52E+18,29/04/2022 8:09,soscardgame,,164,37,2,overfishing,event cards in our so game highlight our impact on the natural world so important for children to learn this from an early age the effects of are devastating for our
2347,1.52E+18,29/04/2022 8:01,OceanaEurope,Europe,5468,27710,2,overfishing,like other commercial fish is a vital part of the marine food web interesting both as prey for and and as predator competing for other species take it out of the cycle by and you disrupt the whole equilibrium
2348,1.52E+18,29/04/2022 7:58,OceanaEurope,Europe,5468,27710,7,overfishing,even in the remote we find overfished stocks for april our is ne arctic like other small fish of the open sea its abundance varies greatly from year to year this along with puts the population at times below safe limits
2349,1.52E+18,29/04/2022 7:48,AgathoniaMedia,"Münster, Germany",1946,512,0,overfishing,they found that currently affects of the marine species at risk of extinction but is only the fifthmost important stress after urban and
2350,1.52E+18,29/04/2022 7:16,june_mummery,"East, England",354,20218,17,overfishing,well donejust a reminder the up fishing industry is still waiting for an explanation as to why you sold out the up industry while putting our ocean in serious trouble of overfishing e vessels still hammering i have strategics that can help please get in touch
2351,1.52E+18,29/04/2022 6:30,artbyvesa,"Dubai, UAE",2429,6521,3,overfishing,sea monster of pollution overfishing and plastic is kept underneath by feeding it this is the physically signed bitcoin for morals piece for motion soon available to help the coral reeds of one not wins the physical
2352,1.52E+18,29/04/2022 6:17,MnlyBeach,"Manly Beach, Sydney, au",337,618,0,overfishing,marine exactly where the future falls between the bestcase and worstcase scenario will be determined by the choice that society makes not only about climate change but also about habitat destruction overfishing and coastal pollution
2353,1.52E+18,29/04/2022 5:52,City4AllKhi,"Karachi, Pakistan",194,98,6,overfishing,and it is a wrath rd day of the training by on sustainable fishing practices focused on overfishing amp its impact on marine health amp livelihood thus hampering work on the training was held in collar w amp for the project
2354,1.52E+18,29/04/2022 4:27,jopas,"Wurundjeri land / Melbourne, Australia",22,2716,4,overfishing,warming waters are cooking creatures in their own habitatsmany species are slowly suffocating as oxygen reaches out of the seaseven populations that have managed to withstand the ravages of overfishingpollution amp habitat loss are struggling to survive
2355,1.52E+18,29/04/2022 4:22,WhatTheCJ,"Los Angeles, CA",1388,480,0,overfishing,i was hoping someone was going to jump in on the global overfishing issue face_with_tears_of_joyi love you both the so ply no fighting
2356,1.52E+18,29/04/2022 4:13,Brian_F_Sheehan,"Boston, MA",1602,707,0,overfishing,not without causing deforestation biodiversity loss mass extinction overfishing soil loss climate change etc un estimates there will not be any fish left in the ocean by and no more top soil left in years how does adding million more people each year help
2357,1.52E+18,29/04/2022 3:12,Fernaph,"Kitchener, ONTARIO",2776,1827,0,overfishing,warming waters are cooking creatures in their own habitat many species are slowly suffocating as oxygen reaches out of the seas withstanding ravages of overfishing pollution and habitat loss are struggling to survive amid accelerating climate change
2358,1.52E+18,29/04/2022 0:46,StephoDepho,,4,3,0,overfishing,wrong you all booty scratches cannot stop china from overfishing your waters and the west from explaining your resources and leaving you to deal with climate apartheid you all the permanent bitch class even crying how we pulled you you all deserved it
2359,1.52E+18,28/04/2022 23:47,chainparency,,43,177,1,overfishing,the un far has found widespread overfishing in west africa consumption of local species by ishmael factories is collapsing local marine ecosystems
2360,1.52E+18,28/04/2022 23:36,bobbbyg,"Portland, ME",3630,6156,0,overfishing,forced to confront the realities of overfishing and climate change“can such survive” ⁦⁩
2361,1.52E+18,28/04/2022 23:32,cayceedeeneely,"Kingsport, TN",1212,250,0,overfishing,since the actual study is locked behind a paywall you just have to settle for the article i do not know if the researches included overfishing but that just going to exacerbate it
2362,1.52E+18,28/04/2022 23:20,JillAlibrandi,,578,136,0,overfishing,take action with to seaboard numbers have declined by since due to overfishing amp other threats tell your members of congress to support the forage fish conservation act to help reverse these decline
2363,1.52E+18,28/04/2022 23:13,imnickintl,🇧🇸,1087,1489,0,overfishing,how much do you think legislative changes would even remote curb the overfishing when the people that supposed to enforce the laws either cannot because of resources or do not because they scared of people with smaller guns than them shooting at them
2364,1.52E+18,28/04/2022 23:10,kissmyelite,In the 700 islands and cays,941,1759,0,overfishing,if coach are no longer in shallow waters it is because of several reasons and is def overfishing if the coach are at depths that fishermen are not willing to go to that is still a problem cut we demand coach in any event research has been done amp lots the numbers swindling
2365,1.52E+18,28/04/2022 22:29,MITAlum4Climate,USA,191,334,1,overfishing,amid accelerating change marine creatures are cooking and slowly suffocating as oxygen reaches out of the seas even populations that have managed to withstand overfishing pollution and habitat loss are struggling to survive
2366,1.52E+18,28/04/2022 20:40,OceanaCAN,Canada,3600,13075,0,overfishing,thanks for flagging this philip you are absolutely right ocean canada has no objection to gathering captain for local use – it is the decades of commercial overfishing we want to address
2367,1.52E+18,28/04/2022 20:38,OceanaCAN,Canada,3600,13075,0,overfishing,great point our apologies for misrepresenting this issue by using an image of local fishing of course we have no objection to gathering captain for local use it is the decades of commercial overfishing we are concerned about and want to address
2368,1.52E+18,28/04/2022 20:38,OceanaCAN,Canada,3600,13075,1,overfishing,great point our apologies for misrepresenting this issue by using an image of local fishing of course we have no objection to gathering captain for local use it is the decades of commercial overfishing we are concerned about and want to address fish
2369,1.52E+18,28/04/2022 19:42,ChapwomanCZ,United States,1342,398,0,overfishing,ocean animals face a mass extinction from climate change study findswarming waters are cooking creatures in their own habitat many species are slowly suffocating as oxygen reaches out of the seas even populations that have managed to withstand the ravages of overfishing
2370,1.52E+18,28/04/2022 19:22,DanaEllisHunnes,,1428,2370,0,overfishing,hi you do realize that is also very much responsible for what is happening with the ocean right now and our not just i hope your next article will include those discussions as well
2371,1.52E+18,28/04/2022 19:08,atomicdog4,Here,6249,5915,0,overfishing,warming waters are cooking creatures in their own habitat species are slowly suffocating as oxygen reaches out of the seas even populations that have withstood the ravages of overfishing pollution and habitat loss are struggling to survive
2372,1.52E+18,28/04/2022 18:56,marthajadams,"Ottawa Hills, Ohio",4978,3388,4,overfishing,amid accelerating warming waters cook ocean creatures in their habitat species are suffocating as oxygen reaches out of the seas populations that managed to withstand overfishing pollution and habitat loss are struggling to survive
2373,1.52E+18,28/04/2022 18:32,elaine_peake,United States,623,640,0,overfishing,warming waters cooking creatures in their own habitat many species slowly suffocate as oxygen reaches out of the seas even populations that managed to stand the ravages of overfishing pollution habitat loss struggle to survive
2374,1.52E+18,28/04/2022 15:47,neolotus,12 Grimmauld Place,872,317,0,overfishing,this is how we reclaim our planet and our future we must elect people who will use this to enact sustainable policieshow to solve overfishing part of via
2375,1.52E+18,28/04/2022 15:44,TBTCoalition,,87,167,0,overfishing,the needs to be healthy to provide essential ecosystem services the must step up its ambition to curb decades of massive overfishing habitat destruction and weak nature conservation policies flexed_bicepsread more
2376,1.52E+18,28/04/2022 15:29,WarschildFdn,,8,244,0,overfishing,its and our ocean need your help faced with serious threats including overfishing and plastic pollution ocean need you to stand up for them become a wavemaker to today
2377,1.52E+18,28/04/2022 15:22,AskAKorean,Eastern,3444,24232,3,overfishing,patagonian toothfish was so unmarketable that it used to be used as animal feed once branded as clean sea bass it became so popular that overfishing is a problem now
2378,1.52E+18,28/04/2022 14:42,MEP_Somalia,Mogadisho-somalia,89,382,1,overfishing,from climate change and plasticpollution to mining and overfishing the threats facing our ocean are getting more urgent every day need to lip the way we think about our ocean
2379,1.52E+18,28/04/2022 14:40,oceana,Global,1967,473779,45,overfishing,its and our ocean need your help faced with serious threats including overfishing and plastic pollution ocean need you to stand up for them become a wavemaker to today
2380,1.52E+18,28/04/2022 12:03,markefried,"Dutchess County, NY",294,215,0,overfishing,people can afford to learn how to fish because of the cost of fishing school the fish are being poisoned by the environment there not enough because of overfishingand were fighting about whether a kindergartner teacher can explain why some students have two days neutral_face
2381,1.52E+18,28/04/2022 11:59,caigadsbyh,,103,28,0,overfishing,fucking hate the overfishing of kill in the antarctic
2382,1.52E+18,28/04/2022 9:08,FrontMarineSci,"Lausanne, Switzerland",6179,12837,2,overfishing,new research conductivity of striped margin from the central north pacific ocean striped margin kajikia adam have been in overfished condition in the western and central north pacific and overfishing is still occurring prompting an…
2383,1.52E+18,28/04/2022 8:55,mrthvrgr,PH,66,39,0,overfishing,but before ran hit orange coastal communities including the stewards of the sanctuary have always grappled with poverty which prompt them to imperial the sanctuary due to limited livelihood opportunities they engage in activities like mangrove harvesting and overfishing
2384,1.52E+18,28/04/2022 8:37,Raasager,"København, Danmark",230,45,0,overfishing,are you absolutely fir realnothing is more destructive than capitalists we speak capital leads to the destruction to wildlife bringing many species to extinction overfishing illegal deforestation of the amazon by american companies
2385,1.52E+18,28/04/2022 8:27,GermanyInAfrica,Africa,16625,33269,3,overfishing,dolphin dolphin researches in sonya Sonya are working hard to protect the endangered species from climate change overfishing habitat degradation and unregulated tourismmore from Germany down_arrowGermany red_heart dolphin
2386,1.52E+18,28/04/2022 7:28,ClientEarthEUR,Europe,318,785,2,overfishing,scientists have confirmed once again that the e has flagrant missed its legal deadline to end overfishing many stocks remain overfished ardor outside safe biological limits this is exactly why we took legal action
2387,1.52E+18,28/04/2022 5:39,Njie_Baa,,190,192,1,overfishing,the international maritime report on illegal fishing in africa is inconclusive without a case for the degree of overfishing amp the use of illegal nets by vessels along the river labia is an underrated exploitation that has made fish a gold now days in our local markets
2388,1.52E+18,28/04/2022 5:20,daveatgraeaex,,617,55,0,overfishing,i visited portugal in’94 marines are seriously part of their culture nice to see this company survive i want the marines and other fish to survive too certainly stop overfishing let us certainly stop global warming too
2389,1.52E+18,28/04/2022 4:04,miyumiyu_chan,,1261,1268,1,overfishing,overfishing
2390,1.52E+18,28/04/2022 4:00,SSXPhilippines,,118,105,0,overfishing,overfishing and other pressure are harming many marine areas around the world to encourage the regeneration of marine ecosystems labgrown seafood appears to be a solution for sustainability see the status of cultured seafood in the philippines here
2391,1.52E+18,28/04/2022 3:25,hans_lundin,,93,5,0,overfishing,stop chinese overfishing
2392,1.52E+18,28/04/2022 1:17,IBDiFisch,"Alberta, Canada",1265,389,0,overfishing,overfishing is happening here and around the world our ocean health is our planets health
2393,1.52E+18,28/04/2022 0:48,ZackStrength,Weight Room,150,13938,0,overfishing,let us all get along i think we can all agree we like salmon and that it is best to prevent extinction real salmon can still be eaten but overfishing must be stopped
2394,1.52E+18,27/04/2022 23:11,joe_slattery16,,73,88,1,overfishing,the giant other is threatened by habitat contamination and degradation overfishing of their prey and conflicts with fishermen
2395,1.52E+18,27/04/2022 22:37,6thsensemoment,Toronto & Infinity,4879,5809,1,overfishing,mars venus jupiter neptune in pieces overfishing in newfoundland in the news
2396,1.52E+18,27/04/2022 21:49,Megamaniak16,"La Rambla, San Pedro",1286,724,0,overfishing,stop overfishing
2397,1.52E+18,27/04/2022 21:34,thecornerdoteu,Global,1722,1771,0,overfishing,it is usually and the that come to mind first when the issue of is brought up but what is often overlooked is the fact that the e has to take a big part of the blame as well
2398,1.52E+18,27/04/2022 21:27,touchtheowl,,387,112,0,overfishing,the whale hunt pause was apparently mostly voluntary but it was a reaction to industrial overhanging almost driving them to extinction and white america got super attached to the idea that it was actually native communities overhanging and overfishing and not white fisheries
2399,1.52E+18,27/04/2022 21:12,AnneJMcNeil,"Ann Arbor, Michigan",3046,4938,0,overfishing,next is a series of posts on overfishing on instagram by drew read from oldest to newest
2400,1.52E+18,27/04/2022 20:53,ryolithica,"🌶️, USA",826,370,0,overfishing,sources 2 3 4 5 6 7 8 9
2401,1.52E+18,27/04/2022 20:53,ryolithica,"🌶️, USA",826,370,0,overfishing,fish depend on these oceanic food web and billions of pp depend on those wild fish ocean fisheries are already severely overfished atlantic cod pop has yet to recover after overfishing in the s and s below fishing rates in 2000 red is heavy fishing 7
2402,1.52E+18,27/04/2022 19:50,LPyokari,"Helsinki, Suomi",896,631,0,overfishing,as fuel and a foundation species to the whole marine food web pacific hearing is the most important fish in the sea due to they have been in decline for over years
2403,1.52E+18,27/04/2022 19:04,JSTOR_Daily,"New York, NY",1003,46670,1,overfishing,overfishing of some species is a huge problem for commercial fishing some suggest a total ban to allow the sea to recover others have turned to a new solution marine reserves
2404,1.52E+18,27/04/2022 19:01,sgcc4climate,"Washington, DC",533,311,2,overfishing,overfishing and hurricane dedicated wild queen coach populations in porto rico so fishermen have turned to aquaculturethe witchery is a place to work when it is too stormy to fish it is a source of local protein for times when food becomes scarce
2405,1.52E+18,27/04/2022 18:01,DEQOnline,"301 North St., Bluefield, WV",3156,3228,0,overfishing,how labgrown such could help tackle overfishing
2406,1.52E+18,27/04/2022 17:45,Dreykopff,Germany,644,688,0,overfishing,back in the yard with some semblance maybe overfishing
2407,1.52E+18,27/04/2022 17:25,alienekat,,54,6,0,overfishing,yes and with all overfishing and killing the ocean and the terrible greencow effect on our planet we are going down to a crush with the speed of light soon we have to depend on good billy for a piece of potato cooked with some secret ingredient
2408,1.52E+18,27/04/2022 17:21,TeeeEmtee,canada,986,291,0,overfishing,with climate change its finding a lot of foothold in antiimmigrationrefugee groups as well another example is folks suddenly really interested in overfishinghunting when indigenous groups assert their rights
2409,1.52E+18,27/04/2022 17:15,CBCQuirks,,965,68999,0,overfishing,coral reeds support some of the most biodiverse ecosystems on the planet but lately they been struggling due to pollution overfishing and climate changecan new scientific research save them
2410,1.52E+18,27/04/2022 14:03,ISSF,Global,3013,7391,1,overfishing,indian ocean yellowing pacific luetin tune and mediterranean albacore stocks are overfished and subject to overfishing read our new status of the stocks report to learn more
2411,1.52E+18,27/04/2022 13:57,DonnaHume16,,0,0,0,overfishing,the report concluded that overfishing is a greater threat to the area than pollution or any other human activity
2412,1.52E+18,27/04/2022 13:09,anotherIshan_,Sri Lanka,699,168,0,overfishing,but the fish population going down as a result of overfishing have you heard pensive_face
2413,1.52E+18,27/04/2022 13:00,Earthjustice,Planet Earth,665,213161,145,overfishing,decades of overfishing have stripped our waterways of life
2414,1.52E+18,27/04/2022 11:11,BadDeci74240051,,609,57,0,overfishing,there is no climate crisis focus on real desirable problems destruction of healthy tonsil desertification overfishing glyphosate in everything etc those are huge problems climate crisis wastes resources that could be better used
2415,1.52E+18,27/04/2022 10:39,jenokeren,she/her,3664,1248,0,overfishing,it is a popular game fish and due to overfishing many of its breeds are close to extinction
2416,1.52E+18,27/04/2022 10:15,hakaimagazine,"Victoria, BC, Canada",14704,22210,2,overfishing,in the tide of overfishing warming seas and ever evasivehurricanes a local group of porto ricans fisherman are running a queen coach witchery but will it be enough to save the queens
2417,1.52E+18,27/04/2022 10:00,Nature_Africa,,1409,5613,1,overfishing,“seated aquaculture the farming of seated in coastal waters is an incredibly important industry to rural tanzanian women and also serves as an alternative to overfishing” — tic country director tanzania read more
2418,1.52E+18,27/04/2022 9:22,DuckRabbit_Pro,Belgium,2983,1587,0,overfishing,it talked about vegetarianism overfishing the seas racism alfred’s of is a “blackbrown” duck of african descent gives a plausible origin story for hither deals w cold war spy paranoia extinction death fosteradoptive parenthood capitalism… 2
2419,1.52E+18,27/04/2022 8:50,IucnOcean,,699,2741,1,overfishing,director here today as no and industry talk together oncheck_mark_buttonhow to end overfishingcheck_mark_buttonlatest ms insight on research programme developments and market trendscheck_mark_buttonother faqregister and listen
2420,1.52E+18,27/04/2022 8:27,sharkproject,,645,1272,16,overfishing,Pain offering blueshark and shorten makoshark for sale at seafood exit barcelona despite retention ban for atlantic makooverfishing of make in the atlantic continues
2421,1.52E+18,27/04/2022 7:57,KodaCapital,"Sydney, Australia",28,693,0,overfishing,the fund focused on buying leasing and sub leasing the rights to fishing quota known as individual transferable quota which are limited in supply are traceable and are issued and regulated by the federal and state governments to protect against overfishing
2422,1.52E+18,27/04/2022 7:08,miyumiyu_chan,,1261,1268,1,overfishing,overfishing
2423,1.52E+18,27/04/2022 5:29,ICSF1,Chennai and The Netherlands,4365,2956,2,overfishing,some land quota system as a worldleading model that limits to others it is the culmination of a century of treaty breaches that eroded rights of mori and put out of business
2424,1.52E+18,27/04/2022 3:37,punishedearly1,,932,104,0,overfishing,you better have eaten all that seafood seeing as that country fishing fleets do most of the overfishing in the world
2425,1.52E+18,27/04/2022 1:27,pdjmoo,USA and Global,4107,5455,0,overfishing,fight the last fish fish wrecking the ocean fish collapsing fisheriesfish ocean dependent species starving backhand_index_pointing_down
2426,1.52E+18,27/04/2022 1:09,pdjmoo,USA and Global,4107,5455,2,overfishing,our need usfishto the last fish fish wrecking the ocean fish collapsing fisheriesfish ocean dependent species starving backhand_index_pointing_down
2427,1.52E+18,27/04/2022 0:34,pdjmoo,USA and Global,4107,5455,0,overfishing,SOS_button ghost fishingderelict nets have turned our into a death trapred_triangle_pointed_upeach year at least tons of netsother fishing gear goes overboard sharing fishother for yearsdecades backhand_index_pointing_down
